author;term;termCount;totalTerms;articleCount;totalArticles;termPercent;inverseDocumentFrequency;criterion
MarkBendeich;faces;3;17767;3;50;0.017;3.467;0.059
MarkBendeich;telectronics;3;17767;1;50;0.017;6.725;0.114
MarkBendeich;booked;4;17767;4;50;0.023;5.521;0.124
MarkBendeich;abnormal;30;17767;13;50;0.169;4.39;0.741
MarkBendeich;losses;7;17767;4;50;0.039;2.526;0.1
MarkBendeich;accounts;3;17767;3;50;0.017;3.161;0.053
MarkBendeich;things;5;17767;5;50;0.028;2.62;0.074
MarkBendeich;roughly;4;17767;4;50;0.023;3.576;0.08
MarkBendeich;blue;3;17767;3;50;0.017;3.995;0.067
MarkBendeich;packaging;11;17767;3;50;0.062;5.339;0.331
MarkBendeich;amcor;17;17767;2;50;0.096;7.131;0.682
MarkBendeich;post;12;17767;12;50;0.068;2.421;0.164
MarkBendeich;heavy;4;17767;4;50;0.023;2.477;0.056
MarkBendeich;worst;9;17767;6;50;0.051;4.04;0.205
MarkBendeich;july;11;17767;10;50;0.062;2.147;0.133
MarkBendeich;announce;6;17767;6;50;0.034;3.37;0.114
MarkBendeich;pre;20;17767;10;50;0.113;2.813;0.317
MarkBendeich;according;6;17767;6;50;0.034;2.022;0.068
MarkBendeich;bzw;3;17767;3;50;0.017;4.135;0.07
MarkBendeich;barceps;5;17767;5;50;0.028;5.878;0.165
MarkBendeich;service;7;17767;6;50;0.039;1.908;0.075
MarkBendeich;sensitive;3;17767;3;50;0.017;3.799;0.064
MarkBendeich;turned;7;17767;7;50;0.039;3.161;0.125
MarkBendeich;sales;40;17767;14;50;0.225;1.555;0.35
MarkBendeich;late;9;17767;7;50;0.051;1.889;0.096
MarkBendeich;slide;7;17767;7;50;0.039;4.241;0.167
MarkBendeich;pretty;14;17767;13;50;0.079;3.02;0.238
MarkBendeich;gone;4;17767;4;50;0.023;3.605;0.081
MarkBendeich;brisbane;3;17767;3;50;0.017;5.259;0.089
MarkBendeich;clifford;4;17767;1;50;0.023;6.438;0.145
MarkBendeich;tight;3;17767;3;50;0.017;3.393;0.057
MarkBendeich;saw;6;17767;6;50;0.034;2.491;0.084
MarkBendeich;positive;3;17767;3;50;0.017;2.659;0.045
MarkBendeich;europe;10;17767;8;50;0.056;2.114;0.119
MarkBendeich;past;10;17767;9;50;0.056;1.963;0.111
MarkBendeich;continued;6;17767;6;50;0.034;2.453;0.083
MarkBendeich;expand;7;17767;5;50;0.039;2.82;0.111
MarkBendeich;buying;3;17767;3;50;0.017;2.348;0.04
MarkBendeich;begin;5;17767;5;50;0.028;2.934;0.083
MarkBendeich;increased;3;17767;3;50;0.017;2.352;0.04
MarkBendeich;report;15;17767;9;50;0.084;2.019;0.17
MarkBendeich;mauling;3;17767;3;50;0.017;6.725;0.114
MarkBendeich;november;12;17767;10;50;0.068;2.161;0.146
MarkBendeich;include;5;17767;5;50;0.028;2.352;0.066
MarkBendeich;battered;7;17767;7;50;0.039;4.88;0.192
MarkBendeich;copper;55;17767;7;50;0.31;3.873;1.199
MarkBendeich;divisions;6;17767;5;50;0.034;4.39;0.148
MarkBendeich;hit;5;17767;5;50;0.028;2.211;0.062
MarkBendeich;sour;5;17767;5;50;0.028;5.627;0.158
MarkBendeich;bottomed;3;17767;2;50;0.017;6.032;0.102
MarkBendeich;brokerages;4;17767;4;50;0.023;4.78;0.108
MarkBendeich;rebounded;3;17767;3;50;0.017;5.521;0.093
MarkBendeich;fund;6;17767;5;50;0.034;2.377;0.08
MarkBendeich;gave;4;17767;4;50;0.023;2.781;0.063
MarkBendeich;interim;8;17767;6;50;0.045;3.48;0.157
MarkBendeich;tipping;3;17767;3;50;0.017;6.032;0.102
MarkBendeich;numbers;3;17767;3;50;0.017;2.964;0.05
MarkBendeich;agreed;7;17767;7;50;0.039;1.978;0.078
MarkBendeich;minerals;9;17767;5;50;0.051;3.817;0.193
MarkBendeich;job;3;17767;3;50;0.017;2.706;0.046
MarkBendeich;modest;5;17767;5;50;0.028;3.817;0.107
MarkBendeich;earner;4;17767;4;50;0.023;6.032;0.136
MarkBendeich;son;3;17767;3;50;0.017;3.534;0.06
MarkBendeich;book;3;17767;1;50;0.017;3.854;0.065
MarkBendeich;effect;3;17767;2;50;0.017;2.712;0.046
MarkBendeich;gold;10;17767;3;50;0.056;3.106;0.175
MarkBendeich;mining;11;17767;7;50;0.062;3.442;0.213
MarkBendeich;items;3;17767;3;50;0.017;3.634;0.061
MarkBendeich;magma;8;17767;4;50;0.045;6.438;0.29
MarkBendeich;january;16;17767;11;50;0.09;2.291;0.206
MarkBendeich;gain;8;17767;5;50;0.045;2.62;0.118
MarkBendeich;settlement;4;17767;4;50;0.023;3.619;0.081
MarkBendeich;dispute;5;17767;5;50;0.028;3.43;0.097
MarkBendeich;victoria;5;17767;5;50;0.028;5.521;0.155
MarkBendeich;disappointing;3;17767;3;50;0.017;3.932;0.066
MarkBendeich;hammered;4;17767;4;50;0.023;5.051;0.114
MarkBendeich;key;7;17767;6;50;0.039;1.779;0.07
MarkBendeich;largest;6;17767;6;50;0.034;1.563;0.053
MarkBendeich;boosted;3;17767;3;50;0.017;3.493;0.059
MarkBendeich;impressed;4;17767;4;50;0.023;5.116;0.115
MarkBendeich;lousy;3;17767;3;50;0.017;6.215;0.105
MarkBendeich;showed;5;17767;4;50;0.028;2.62;0.074
MarkBendeich;american;7;17767;4;50;0.039;2.137;0.084
MarkBendeich;swinging;3;17767;3;50;0.017;6.725;0.114
MarkBendeich;fell;4;17767;4;50;0.023;2.175;0.049
MarkBendeich;prescott;6;17767;3;50;0.034;6.725;0.227
MarkBendeich;figures;7;17767;7;50;0.039;2.352;0.093
MarkBendeich;future;15;17767;10;50;0.084;1.659;0.14
MarkBendeich;citing;4;17767;4;50;0.023;3.697;0.083
MarkBendeich;jump;3;17767;3;50;0.017;3.665;0.062
MarkBendeich;exploration;6;17767;4;50;0.034;3.605;0.122
MarkBendeich;contributed;5;17767;4;50;0.028;3.995;0.112
MarkBendeich;included;7;17767;4;50;0.039;2.794;0.11
MarkBendeich;windfall;3;17767;3;50;0.017;4.991;0.084
MarkBendeich;expense;3;17767;3;50;0.017;4.423;0.075
MarkBendeich;ore;6;17767;6;50;0.034;4.733;0.16
MarkBendeich;coal;9;17767;7;50;0.051;5.116;0.259
MarkBendeich;doubled;3;17767;3;50;0.017;4.017;0.068
MarkBendeich;contribution;3;17767;3;50;0.017;3.974;0.067
MarkBendeich;largely;8;17767;8;50;0.045;3.028;0.136
MarkBendeich;benefitted;3;17767;3;50;0.017;5.521;0.093
MarkBendeich;firming;5;17767;5;50;0.028;5.116;0.144
MarkBendeich;pound;9;17767;8;50;0.051;2.204;0.112
MarkBendeich;acquired;4;17767;4;50;0.023;3.281;0.074
MarkBendeich;purchase;3;17767;3;50;0.017;3.028;0.051
MarkBendeich;swung;3;17767;3;50;0.017;6.032;0.102
MarkBendeich;took;6;17767;5;50;0.034;2.299;0.078
MarkBendeich;helped;3;17767;3;50;0.017;2.665;0.045
MarkBendeich;accelerating;3;17767;2;50;0.017;5.521;0.093
MarkBendeich;moving;4;17767;4;50;0.023;2.941;0.066
MarkBendeich;quality;6;17767;6;50;0.034;2.774;0.094
MarkBendeich;starting;4;17767;4;50;0.023;3.239;0.073
MarkBendeich;seven;3;17767;3;50;0.017;2.319;0.039
MarkBendeich;trend;6;17767;6;50;0.034;3.142;0.106
MarkBendeich;compared;10;17767;7;50;0.056;2.12;0.119
MarkBendeich;disappointment;4;17767;4;50;0.023;4.358;0.098
MarkBendeich;jones;10;17767;5;50;0.056;3.817;0.215
MarkBendeich;global;16;17767;9;50;0.09;2.39;0.215
MarkBendeich;rare;3;17767;3;50;0.017;4.828;0.082
MarkBendeich;rock;3;17767;3;50;0.017;4.328;0.073
MarkBendeich;heavily;4;17767;3;50;0.023;3.291;0.074
MarkBendeich;anticipation;3;17767;3;50;0.017;4.605;0.078
MarkBendeich;forward;4;17767;4;50;0.023;2.813;0.063
MarkBendeich;germany;3;17767;1;50;0.017;2.949;0.05
MarkBendeich;impacted;4;17767;4;50;0.023;6.215;0.14
MarkBendeich;suggested;3;17767;3;50;0.017;3.18;0.054
MarkBendeich;macfarlane;3;17767;1;50;0.017;7.824;0.132
MarkBendeich;falling;5;17767;4;50;0.028;3.062;0.086
MarkBendeich;sentiment;4;17767;4;50;0.023;4.017;0.09
MarkBendeich;predicting;3;17767;3;50;0.017;4.39;0.074
MarkBendeich;bourse;3;17767;3;50;0.017;4.186;0.071
MarkBendeich;poor;3;17767;3;50;0.017;2.926;0.049
MarkBendeich;confidence;5;17767;3;50;0.028;3.088;0.087
MarkBendeich;excellent;3;17767;3;50;0.017;4.086;0.069
MarkBendeich;target;6;17767;4;50;0.034;2.598;0.088
MarkBendeich;goal;3;17767;3;50;0.017;3.381;0.057
MarkBendeich;inflation;7;17767;3;50;0.039;3.405;0.134
MarkBendeich;clearly;3;17767;3;50;0.017;2.882;0.049
MarkBendeich;workers;13;17767;3;50;0.073;2.861;0.209
MarkBendeich;wage;9;17767;2;50;0.051;4.063;0.206
MarkBendeich;negotiations;3;17767;2;50;0.017;2.854;0.048
MarkBendeich;rises;3;17767;2;50;0.017;4.11;0.069
MarkBendeich;manufacturing;3;17767;2;50;0.017;3.561;0.06
MarkBendeich;trade;6;17767;4;50;0.034;1.833;0.062
MarkBendeich;unions;4;17767;1;50;0.023;4.186;0.094
MarkBendeich;union;8;17767;4;50;0.045;2.496;0.112
MarkBendeich;awu;8;17767;2;50;0.045;7.131;0.321
MarkBendeich;saying;5;17767;5;50;0.028;1.763;0.05
MarkBendeich;christmas;10;17767;6;50;0.056;3.576;0.201
MarkBendeich;eagles;3;17767;2;50;0.017;7.131;0.12
MarkBendeich;expectations;6;17767;6;50;0.034;2.577;0.087
MarkBendeich;wages;6;17767;2;50;0.034;4.605;0.156
MarkBendeich;obviously;5;17767;4;50;0.028;3.73;0.105
MarkBendeich;trying;4;17767;3;50;0.023;2.551;0.057
MarkBendeich;agreement;9;17767;3;50;0.051;2.189;0.111
MarkBendeich;employment;6;17767;4;50;0.034;3.953;0.133
MarkBendeich;arrangements;3;17767;3;50;0.017;4.241;0.072
MarkBendeich;lines;3;17767;3;50;0.017;2.988;0.05
MarkBendeich;provide;4;17767;4;50;0.023;2.348;0.053
MarkBendeich;benefit;3;17767;3;50;0.017;2.794;0.047
MarkBendeich;mind;4;17767;4;50;0.023;4.186;0.094
MarkBendeich;benefits;4;17767;3;50;0.023;2.996;0.067
MarkBendeich;agreements;4;17767;2;50;0.023;3.48;0.078
MarkBendeich;comes;4;17767;4;50;0.023;2.861;0.064
MarkBendeich;continues;3;17767;2;50;0.017;3.291;0.056
MarkBendeich;cited;4;17767;4;50;0.023;3.467;0.078
MarkBendeich;central;5;17767;3;50;0.028;2.319;0.065
MarkBendeich;concern;4;17767;3;50;0.023;2.827;0.064
MarkBendeich;reserve;4;17767;4;50;0.023;3.873;0.087
MarkBendeich;day;5;17767;4;50;0.028;1.719;0.048
MarkBendeich;affect;3;17767;2;50;0.017;3.43;0.058
MarkBendeich;prospects;8;17767;6;50;0.045;3.037;0.137
MarkBendeich;recommendation;3;17767;2;50;0.017;4.646;0.078
MarkBendeich;construction;3;17767;3;50;0.017;3.405;0.057
MarkBendeich;strategy;8;17767;5;50;0.045;2.637;0.119
MarkBendeich;standard;3;17767;2;50;0.017;3.281;0.055
MarkBendeich;wrote;3;17767;2;50;0.017;3.892;0.066
MarkBendeich;review;4;17767;3;50;0.023;3.012;0.068
MarkBendeich;amp;6;17767;3;50;0.034;1.636;0.055
MarkBendeich;comments;3;17767;3;50;0.017;3.097;0.052
MarkBendeich;supply;5;17767;4;50;0.028;2.934;0.083
MarkBendeich;partner;5;17767;4;50;0.028;2.615;0.074
MarkBendeich;plan;5;17767;5;50;0.028;1.892;0.053
MarkBendeich;mainly;4;17767;4;50;0.023;3.229;0.073
MarkBendeich;east;3;17767;3;50;0.017;2.774;0.047
MarkBendeich;focused;5;17767;4;50;0.028;3.302;0.093
MarkBendeich;car;3;17767;3;50;0.017;3.199;0.054
MarkBendeich;depend;3;17767;3;50;0.017;3.912;0.066
MarkBendeich;dive;7;17767;7;50;0.039;5.259;0.207
MarkBendeich;indicated;4;17767;4;50;0.023;3.681;0.083
MarkBendeich;need;3;17767;2;50;0.017;2.049;0.035
MarkBendeich;abandon;3;17767;3;50;0.017;5.051;0.085
MarkBendeich;materials;4;17767;4;50;0.023;3.995;0.09
MarkBendeich;retailers;9;17767;2;50;0.051;3.974;0.201
MarkBendeich;chains;3;17767;3;50;0.017;4.733;0.08
MarkBendeich;consumers;3;17767;3;50;0.017;2.648;0.045
MarkBendeich;retailer;9;17767;6;50;0.051;3.995;0.202
MarkBendeich;harvey;16;17767;2;50;0.09;7.131;0.642
MarkBendeich;norman;8;17767;2;50;0.045;5.339;0.24
MarkBendeich;upmarket;3;17767;3;50;0.017;5.878;0.099
MarkBendeich;department;7;17767;4;50;0.039;2.556;0.101
MarkBendeich;store;9;17767;5;50;0.051;3.455;0.175
MarkBendeich;clothing;5;17767;4;50;0.028;4.78;0.135
MarkBendeich;caught;3;17767;3;50;0.017;4.269;0.072
MarkBendeich;aiming;3;17767;3;50;0.017;4.186;0.071
MarkBendeich;hoping;5;17767;4;50;0.028;3.534;0.099
MarkBendeich;december;13;17767;7;50;0.073;2.053;0.15
MarkBendeich;wallets;3;17767;3;50;0.017;6.438;0.109
MarkBendeich;coles;26;17767;5;50;0.146;6.032;0.883
MarkBendeich;myer;5;17767;5;50;0.028;6.032;0.17
MarkBendeich;peter;4;17767;4;50;0.023;2.861;0.064
MarkBendeich;official;4;17767;4;50;0.023;1.848;0.042
MarkBendeich;overall;4;17767;4;50;0.023;2.582;0.058
MarkBendeich;rates;3;17767;2;50;0.017;2.319;0.039
MarkBendeich;summer;3;17767;1;50;0.017;3.028;0.051
MarkBendeich;expanding;4;17767;4;50;0.023;3.493;0.079
MarkBendeich;hope;3;17767;1;50;0.017;2.919;0.049
MarkBendeich;slow;3;17767;3;50;0.017;3.062;0.052
MarkBendeich;tell;4;17767;4;50;0.023;3.681;0.083
MarkBendeich;hopes;3;17767;3;50;0.017;3.012;0.051
MarkBendeich;consumer;4;17767;4;50;0.023;2.248;0.051
MarkBendeich;spending;7;17767;3;50;0.039;3.045;0.12
MarkBendeich;manufacturer;3;17767;1;50;0.017;4.457;0.075
MarkBendeich;bba;6;17767;1;50;0.034;7.824;0.264
MarkBendeich;conditions;5;17767;4;50;0.028;2.875;0.081
MarkBendeich;jackson;8;17767;1;50;0.045;5.627;0.253
MarkBendeich;announcement;4;17767;4;50;0.023;2.827;0.064
MarkBendeich;parts;3;17767;2;50;0.017;2.89;0.049
MarkBendeich;spend;3;17767;3;50;0.017;3.249;0.055
MarkBendeich;player;3;17767;3;50;0.017;3.43;0.058
MarkBendeich;size;3;17767;3;50;0.017;2.768;0.047
MarkBendeich;buy;6;17767;5;50;0.034;1.85;0.062
MarkBendeich;surrounded;3;17767;3;50;0.017;5.051;0.085
MarkBendeich;tangible;3;17767;3;50;0.017;5.521;0.093
MarkBendeich;holder;3;17767;3;50;0.017;5.339;0.09
MarkBendeich;nta;6;17767;1;50;0.034;7.824;0.264
MarkBendeich;elected;3;17767;3;50;0.017;3.405;0.057
MarkBendeich;issue;3;17767;3;50;0.017;1.913;0.032
MarkBendeich;list;5;17767;3;50;0.028;2.964;0.083
MarkBendeich;upper;3;17767;3;50;0.017;3.953;0.067
MarkBendeich;improving;3;17767;3;50;0.017;3.576;0.06
MarkBendeich;mututal;6;17767;3;50;0.034;6.725;0.227
MarkBendeich;insurer;6;17767;3;50;0.034;4.328;0.146
MarkBendeich;fabulous;4;17767;2;50;0.023;6.725;0.151
MarkBendeich;operate;3;17767;3;50;0.017;3.18;0.054
MarkBendeich;lead;6;17767;4;50;0.034;2.671;0.09
MarkBendeich;brokerage;6;17767;4;50;0.034;3.106;0.105
MarkBendeich;ensure;7;17767;5;50;0.039;3.239;0.128
MarkBendeich;plenty;4;17767;2;50;0.023;4.213;0.095
MarkBendeich;sell;7;17767;7;50;0.039;2.001;0.079
MarkBendeich;attributed;3;17767;3;50;0.017;4.269;0.072
MarkBendeich;eck;6;17767;2;50;0.034;7.131;0.241
MarkBendeich;brighter;4;17767;4;50;0.023;5.521;0.124
MarkBendeich;macquarie;5;17767;5;50;0.028;5.339;0.15
MarkBendeich;nation;5;17767;5;50;0.028;2.551;0.072
MarkBendeich;pared;4;17767;4;50;0.023;5.745;0.129
MarkBendeich;radio;6;17767;1;50;0.034;3.605;0.122
MarkBendeich;foreign;4;17767;3;50;0.023;1.693;0.038
MarkBendeich;money;8;17767;3;50;0.045;1.932;0.087
MarkBendeich;regional;4;17767;3;50;0.023;2.458;0.055
MarkBendeich;abc;6;17767;1;50;0.034;5.878;0.199
MarkBendeich;minister;3;17767;1;50;0.017;2.065;0.035
MarkBendeich;countries;3;17767;2;50;0.017;2.526;0.043
MarkBendeich;shut;4;17767;4;50;0.023;3.781;0.085
MarkBendeich;suffer;3;17767;3;50;0.017;4.16;0.07
MarkBendeich;sparkling;3;17767;2;50;0.017;6.032;0.102
MarkBendeich;brews;3;17767;2;50;0.017;7.131;0.12
MarkBendeich;cub;7;17767;2;50;0.039;7.131;0.281
MarkBendeich;red;5;17767;5;50;0.028;3.467;0.098
MarkBendeich;concealed;3;17767;2;50;0.017;6.725;0.114
MarkBendeich;dipped;3;17767;3;50;0.017;4.646;0.078
MarkBendeich;middle;3;17767;3;50;0.017;3.393;0.057
MarkBendeich;philippines;4;17767;1;50;0.023;4.328;0.097
MarkBendeich;went;3;17767;3;50;0.017;3.097;0.052
MarkBendeich;spanning;3;17767;3;50;0.017;5.745;0.097
MarkBendeich;batteries;3;17767;1;50;0.017;5.878;0.099
MarkBendeich;smelter;14;17767;5;50;0.079;5.185;0.409
MarkBendeich;currency;3;17767;3;50;0.017;2.926;0.049
MarkBendeich;greed;3;17767;2;50;0.017;6.032;0.102
MarkBendeich;excess;12;17767;2;50;0.068;4.063;0.274
MarkBendeich;brian;3;17767;2;50;0.017;4.213;0.071
MarkBendeich;quinn;13;17767;2;50;0.073;6.438;0.471
MarkBendeich;trial;3;17767;2;50;0.017;3.358;0.057
MarkBendeich;prosecution;3;17767;2;50;0.017;6.438;0.109
MarkBendeich;conspired;3;17767;2;50;0.017;5.339;0.09
MarkBendeich;coghlan;5;17767;2;50;0.028;7.131;0.201
MarkBendeich;accused;3;17767;2;50;0.017;3.347;0.057
MarkBendeich;house;6;17767;4;50;0.034;2.712;0.092
MarkBendeich;square;3;17767;2;50;0.017;3.561;0.06
MarkBendeich;jury;4;17767;2;50;0.023;4.991;0.112
MarkBendeich;employer;3;17767;1;50;0.017;5.185;0.088
MarkBendeich;lanyon;3;17767;1;50;0.017;7.824;0.132
MarkBendeich;dunn;3;17767;1;50;0.017;5.426;0.092
MarkBendeich;aluminium;25;17767;6;50;0.141;4.646;0.654
MarkBendeich;comalco;39;17767;4;50;0.22;6.215;1.364
MarkBendeich;nose;4;17767;4;50;0.023;5.259;0.118
MarkBendeich;rtz;19;17767;6;50;0.107;5.627;0.602
MarkBendeich;cra;19;17767;6;50;0.107;5.627;0.602
MarkBendeich;fraction;3;17767;3;50;0.017;4.605;0.078
MarkBendeich;earned;4;17767;3;50;0.023;3.697;0.083
MarkBendeich;smelting;9;17767;4;50;0.051;6.215;0.315
MarkBendeich;bauxite;3;17767;3;50;0.017;6.215;0.105
MarkBendeich;alumina;6;17767;3;50;0.034;5.878;0.199
MarkBendeich;overwhelming;3;17767;3;50;0.017;4.934;0.083
MarkBendeich;damage;3;17767;3;50;0.017;3.442;0.058
MarkBendeich;lme;5;17767;3;50;0.028;4.991;0.14
MarkBendeich;premiums;3;17767;3;50;0.017;4.528;0.076
MarkBendeich;smelters;4;17767;4;50;0.023;5.185;0.117
MarkBendeich;umit;3;17767;3;50;0.017;6.725;0.114
MarkBendeich;safak;4;17767;3;50;0.023;6.725;0.151
MarkBendeich;hsbc;5;17767;3;50;0.028;4.934;0.139
MarkBendeich;james;5;17767;3;50;0.028;3.249;0.091
MarkBendeich;capel;5;17767;3;50;0.028;5.878;0.165
MarkBendeich;inflicted;3;17767;3;50;0.017;5.878;0.099
MarkBendeich;queensland;4;17767;3;50;0.023;6.032;0.136
MarkBendeich;output;3;17767;3;50;0.017;3.229;0.055
MarkBendeich;banks;15;17767;1;50;0.084;2.279;0.192
MarkBendeich;mclay;3;17767;1;50;0.017;7.824;0.132
MarkBendeich;rba;3;17767;1;50;0.017;7.131;0.12
MarkBendeich;westpac;4;17767;1;50;0.023;5.185;0.117
MarkBendeich;plunged;3;17767;3;50;0.017;4.213;0.071
MarkBendeich;factored;3;17767;3;50;0.017;6.215;0.105
MarkBendeich;trader;4;17767;4;50;0.023;3.079;0.069
MarkBendeich;played;3;17767;3;50;0.017;3.817;0.064
MarkBendeich;palmer;6;17767;2;50;0.034;5.426;0.183
MarkBendeich;averaged;4;17767;2;50;0.023;4.991;0.112
MarkBendeich;refinery;3;17767;2;50;0.017;5.051;0.085
MarkBendeich;slid;3;17767;3;50;0.017;4.528;0.076
MarkBendeich;dropped;3;17767;3;50;0.017;3.17;0.054
MarkBendeich;expansions;4;17767;3;50;0.023;6.215;0.14
MarkBendeich;survey;4;17767;2;50;0.023;3.634;0.082
MarkBendeich;sumitomo;5;17767;2;50;0.028;4.934;0.139
MarkBendeich;scandal;5;17767;2;50;0.028;4.733;0.133
MarkBendeich;sick;3;17767;2;50;0.017;6.032;0.102
MarkBendeich;bingham;4;17767;2;50;0.023;7.131;0.161
MarkBendeich;canyon;4;17767;2;50;0.023;7.131;0.161
MarkBendeich;hamanaka;4;17767;2;50;0.023;7.131;0.161
MarkBendeich;substantial;3;17767;2;50;0.017;3.229;0.055
MarkBendeich;neill;5;17767;1;50;0.028;7.824;0.22
MarkBendeich;ernst;3;17767;1;50;0.017;5.521;0.093
MarkBendeich;young;3;17767;1;50;0.017;3.442;0.058
MarkBendeich;hudson;3;17767;1;50;0.017;4.828;0.082
MarkBendeich;conway;3;17767;1;50;0.017;6.215;0.105
MartinWolk;louisiana;7;20617;1;50;0.034;6.215;0.211
MartinWolk;pacific;26;20617;16;50;0.126;2.62;0.33
MartinWolk;corp;93;20617;43;50;0.451;1.043;0.47
MartinWolk;said;416;20617;49;50;2.018;0.007;0.015
MartinWolk;monday;20;20617;17;50;0.097;1.435;0.139
MartinWolk;close;13;20617;10;50;0.063;1.749;0.11
MartinWolk;ketchikan;3;20617;1;50;0.015;7.824;0.114
MartinWolk;pulp;7;20617;1;50;0.034;6.725;0.228
MartinWolk;alaska;5;20617;1;50;0.024;6.032;0.146
MartinWolk;year;176;20617;45;50;0.854;0.326;0.278
MartinWolk;failure;4;20617;4;50;0.019;3.65;0.071
MartinWolk;negotiations;7;20617;7;50;0.034;2.854;0.097
MartinWolk;administration;6;20617;5;50;0.029;3.045;0.089
MartinWolk;timber;4;20617;1;50;0.019;7.131;0.138
MartinWolk;supply;4;20617;3;50;0.019;2.934;0.057
MartinWolk;company;210;20617;47;50;1.019;0.655;0.668
MartinWolk;planned;18;20617;12;50;0.087;2.081;0.182
MartinWolk;million;83;20617;29;50;0.403;0.605;0.244
MartinWolk;charge;6;20617;5;50;0.029;2.506;0.073
MartinWolk;quarter;89;20617;18;50;0.432;1.784;0.77
MartinWolk;earnings;61;20617;20;50;0.296;1.801;0.533
MartinWolk;share;78;20617;28;50;0.378;1.089;0.412
MartinWolk;smaller;8;20617;6;50;0.039;2.736;0.106
MartinWolk;plants;3;20617;1;50;0.015;3.239;0.047
MartinWolk;nationwide;5;20617;5;50;0.024;3.932;0.095
MartinWolk;shareholder;5;20617;2;50;0.024;2.671;0.065
MartinWolk;old;6;20617;5;50;0.029;2.271;0.066
MartinWolk;plant;6;20617;6;50;0.029;2.654;0.077
MartinWolk;expected;70;20617;38;50;0.34;0.868;0.295
MartinWolk;workers;9;20617;4;50;0.044;2.861;0.125
MartinWolk;heart;3;20617;3;50;0.015;3.854;0.056
MartinWolk;national;4;20617;2;50;0.019;1.793;0.035
MartinWolk;long;29;20617;19;50;0.141;1.267;0.178
MartinWolk;biggest;11;20617;9;50;0.053;1.825;0.097
MartinWolk;executives;36;20617;22;50;0.175;2.364;0.413
MartinWolk;march;5;20617;4;50;0.024;2.107;0.051
MartinWolk;existing;9;20617;6;50;0.044;2.453;0.107
MartinWolk;agreement;9;20617;6;50;0.044;2.189;0.096
MartinWolk;frank;7;20617;7;50;0.034;4.086;0.139
MartinWolk;continue;14;20617;12;50;0.068;1.84;0.125
MartinWolk;operating;47;20617;22;50;0.228;1.975;0.45
MartinWolk;region;3;20617;3;50;0.015;2.609;0.038
MartinWolk;years;38;20617;22;50;0.184;0.904;0.167
MartinWolk;portland;7;20617;7;50;0.034;5.627;0.191
MartinWolk;ore;5;20617;5;50;0.024;4.733;0.115
MartinWolk;based;31;20617;24;50;0.15;0.998;0.15
MartinWolk;blamed;4;20617;3;50;0.019;3.713;0.072
MartinWolk;closure;3;20617;1;50;0.015;5.116;0.074
MartinWolk;estimated;9;20617;9;50;0.044;2.561;0.112
MartinWolk;months;12;20617;10;50;0.058;1.33;0.077
MartinWolk;allow;7;20617;7;50;0.034;2.267;0.077
MartinWolk;operate;3;20617;3;50;0.015;3.18;0.046
MartinWolk;conference;13;20617;11;50;0.063;2.144;0.135
MartinWolk;reporters;5;20617;5;50;0.024;2.335;0.057
MartinWolk;chairman;37;20617;20;50;0.179;1.323;0.237
MartinWolk;mark;3;20617;3;50;0.015;2.861;0.042
MartinWolk;suwyn;5;20617;1;50;0.024;7.824;0.19
MartinWolk;wanted;3;20617;3;50;0.015;2.736;0.04
MartinWolk;development;12;20617;10;50;0.058;2.025;0.118
MartinWolk;state;11;20617;6;50;0.053;1.531;0.082
MartinWolk;people;19;20617;12;50;0.092;1.217;0.112
MartinWolk;significant;12;20617;9;50;0.058;2.39;0.139
MartinWolk;power;7;20617;5;50;0.034;2.196;0.075
MartinWolk;assuming;3;20617;3;50;0.015;5.051;0.074
MartinWolk;going;38;20617;22;50;0.184;1.447;0.267
MartinWolk;turn;5;20617;5;50;0.024;2.7;0.065
MartinWolk;great;11;20617;8;50;0.053;2.7;0.144
MartinWolk;big;11;20617;11;50;0.053;1.574;0.084
MartinWolk;called;9;20617;7;50;0.044;1.781;0.078
MartinWolk;federal;18;20617;14;50;0.087;2.477;0.216
MartinWolk;contracts;3;20617;3;50;0.015;3.053;0.044
MartinWolk;air;16;20617;8;50;0.078;2.774;0.215
MartinWolk;business;62;20617;28;50;0.301;1.004;0.302
MartinWolk;decision;11;20617;9;50;0.053;2.046;0.109
MartinWolk;money;3;20617;3;50;0.015;1.932;0.028
MartinWolk;compete;9;20617;6;50;0.044;3.053;0.133
MartinWolk;world;15;20617;14;50;0.073;1.236;0.09
MartinWolk;markets;12;20617;6;50;0.058;1.563;0.091
MartinWolk;changes;5;20617;3;50;0.024;2.463;0.06
MartinWolk;service;31;20617;5;50;0.15;1.908;0.287
MartinWolk;aimed;7;20617;7;50;0.034;2.671;0.091
MartinWolk;growth;43;20617;24;50;0.209;1.536;0.32
MartinWolk;filed;3;20617;3;50;0.015;3.781;0.055
MartinWolk;lawsuits;5;20617;2;50;0.024;4.457;0.108
MartinWolk;court;9;20617;3;50;0.044;2.395;0.105
MartinWolk;claims;3;20617;1;50;0.015;3.417;0.05
MartinWolk;contract;12;20617;9;50;0.058;2.781;0.162
MartinWolk;additional;9;20617;7;50;0.044;3.115;0.136
MartinWolk;near;6;20617;6;50;0.029;2.665;0.078
MartinWolk;future;8;20617;8;50;0.039;1.659;0.064
MartinWolk;acknowledged;5;20617;5;50;0.024;3.912;0.095
